Project Name,Subname,Price (24h),Price Change (24h),Volume (24h),FDV,Market Cap,ROI,Total Raised,Date
DEAPcoin,DEP,$0.00123,0.22%,$1.07 M,$36.6 M,$30.55 M,0.5x,$32 M,"Aug 28, 2019"
Tokoin,TOKO,$0.000551,11.35%,$115.54 K,$1.07 M,$269.58 K,0.03x,$25 M,"Aug 28, 2019"
Krypton Galaxy,KGC,$0.000017,0.78%,$3.33 K,$51 K,,0.01x,$3.5 M,"Aug 26, 2019"
Gate.IO,GT,$7.2,-0.25%,$1.02 M,$2.16 B,$671.46 M,25.75x,$83 M,"Aug 25, 2019"
Perlin,PERL,$0.01258,256.03%,$21.02,$12.99 M,$6.18 M,0.16x,$60.54 M,"Aug 25, 2019"
Eminer,EM,$0.000125,-50.02%,$397.56,$132.3 K,$181.81 K,0.01x,$11.59 M,"Aug 22, 2019"
CoinMetro,COIN,$0.03708,-2.60%,$237.41 K,$12.15 M,$11.21 M,0.29x,$14.61 M,"Aug 1, 2019"
Wink,WIN,$0.000081,0.03%,$16.45 M,$80.49 M,$80.49 M,0.68x,$16 M,"Jul 31, 2019"
FTX Token,FTT,$1.277,-1.15%,$6.39 M,$420.66 M,$420 M,1.83x,$1.73 B,"Jul 31, 2019"
Syntropy,NOIA,$0.06112,-3.21%,$8.19 K,$60.97 M,$44.59 M,1.85x,$6.6 M,"Jul 31, 2019"
Ultra,UOS,$0.08527,0.44%,$468.91 K,$85.18 M,$32.52 M,1.7x,$11.39 M,"Jul 30, 2019"
GoWithMi,GMAT,$0.000045,0.17%,$4.05 K,$670.5 K,$122.56 K,0.04x,$9.93 M,"Jul 29, 2019"
Cocos BCX,COCOS,$0.427,-3.12%,$3.65 M,$30.04 M,$30.34 M,0.19x,$44.9 M,"Jul 20, 2019"
THORChain,RUNE,$3.305,1.18%,$70.03 M,$1.36 B,$1.11 B,103x,$6.18 M,"Jul 19, 2019"
Akropolis,AKRO,$0.00454,-3.16%,$2.45 M,$22.85 M,$20.14 M,0.56x,$2.4 M,"Jul 19, 2019"
Sero,SERO,$0.00641,-3.85%,$44.17 K,$4.16 M,$2.7 M,0.53x,$999.12 K,"Jul 19, 2019"
The Force Protocol,FOR,$0.00901,-40.21%,$15.84 M,$9.05 M,$7.16 M,0.18x,$10.3 M,"Jul 17, 2019"
Prom,PROM,$5.54,1.50%,$1.37 M,$106.07 M,$101.1 M,5.52x,$4.85 M,"Jul 16, 2019"
Wirex,WXT,$0.00489,2.52%,$1.37 M,$48.9 M,$11.25 M,0.98x,$29.3 M,"Jul 9, 2019"
Elrond Network,ERD,$27.72,-0.03%,$9.26 M,$753.85 M,$756.44 M,42.49x,$1.9 M,"Jul 1, 2019"
Chiliz,,$0.05609,0.38%,$18.42 M,$497.32 M,$504.7 M,2.6x,$65 M,"Jul 1, 2019"
SWIPE,sxp,$0.2184,4.62%,$7.28 M,$133.31 M,$133.98 M,1.09x,$12 M,"Jun 30, 2019"
Ampleforth,AMPL,$0.9984,-1.40%,$1.42 M,$130.53 M,$28.23 M,1.01x,$9.75 M,"Jun 28, 2019"
Algorand,ALGO,$0.1202,1.01%,$35.76 M,$1.2 B,$988.85 M,0.05x,$126 M,"Jun 21, 2019"
Contentos,COS,$0.00662,1.50%,$1.39 M,$66.14 M,$34.27 M,0.44x,$31.23 M,"Jun 21, 2019"
Moviebloc,MBL,$0.00255,-1.41%,$3.39 M,$76.5 M,$45.46 M,2.12x,$4.08 M,"Jun 21, 2019"
Jarvis+,JAR,$0.000097,-0.70%,$24.35,$58.2 K,,0.01x,$4.01 M,"Jun 20, 2019"
Raven Protocol,RAVEN,$0.000449,-2.73%,$990.32,$4.48 M,,0.26x,$5.6 M,"Jun 18, 2019"
STP Network,STP,$0.04069,1.33%,$2.68 M,$78.84 M,$79.04 M,4.06x,$750 K,"Jun 11, 2019"
Beldex,BDX,$0.04787,4.19%,$893.81 K,$475.85 M,$319.69 M,0.5x,$28 M,"Jun 7, 2019"
COTI,COTI,$0.08064,2.52%,$3.52 M,$160.46 M,$126.82 M,1.24x,$19.02 M,"Jun 3, 2019"
Chromia,CHR,$0.1676,0.59%,$3.91 M,$166.5 M,$139.51 M,3.33x,$12.41 M,"May 27, 2019"
Harmony,ONE,$0.01124,2.24%,$3.71 M,$158.22 M,$158.59 M,3.51x,$23.35 M,"May 26, 2019"
Reserve,RSR,$0.00394,5.13%,$8.12 M,$392 M,$201.17 M,3.56x,$9.96 M,"May 24, 2019"
Bitfinex,LEO,$5.85,-0.32%,$160.89 K,$5.76 B,$5.42 B,5.85x,,"May 21, 2019"
Leo Token,LEO,$5.85,-0.32%,$160.89 K,$5.76 B,$5.42 B,5.85x,$1 B,"May 21, 2019"
Carry Protocol,CRE,$0.00308,-3.71%,$55.3,$30.8 M,$30.8 M,0.73x,$23.55 M,"May 17, 2019"
Trias Token,TRIAS,$5.8,0.80%,$845.57 K,$57.6 M,$58 M,1.44x,$5.6 M,"May 13, 2019"
CNNS,CNNS,$0.000051,-4.92%,$137.7,$480 K,,0.01x,$24.6 M,"May 13, 2019"
IDEX,IDEX,$0.03384,0.30%,$1.82 M,$33.67 M,$27.33 M,1.04x,$2.5 M,"May 9, 2019"
Ocean Protocol,OCEAN,$0.3756,0.32%,$287.52 K,$528.33 M,,3.13x,$39.19 M,"May 2, 2019"
DREP,DREP,$0.00595,-8.67%,$1.04 K,$595 K,$341.57 K,0.02x,$18.07 M,"Apr 30, 2019"
Polygon (ex-Matic Network),MATIC,$0.4261,1.33%,$106.69 M,$4.25 B,$4.23 B,157x,$455.56 M,"Apr 25, 2019"
ARPA,ARPA,$0.03349,0.12%,$6.14 M,$66.8 M,$48.87 M,1.86x,$14.02 M,"Apr 25, 2019"
Nash,NEX,$0.1161,3.50%,$1.77 K,$5.79 M,$4.93 M,0.63x,$22.41 M,"Apr 25, 2019"
OKB,OKB,$36.66,0.49%,$1.6 M,$10.95 B,$8.43 B,22.68x,$10 M,"Apr 24, 2019"
IRIS Network,IRIS,$0.01405,-3.18%,$1.72 M,$29.62 M,$22.62 M,0.17x,$40 M,"Apr 18, 2019"
MultiVAC,MTV,$0.000672,-4.05%,$105.59 K,$6.69 M,$2.41 M,0.11x,$16.84 M,"Apr 10, 2019"
Bolt,BOLT,$0.00363,-2.53%,$174.18 K,$3.66 M,$3.48 M,0.18x,,"Apr 5, 2019"
Verasity,VRA,$0.00261,0.12%,$3.83 M,$77.67 M,,0.35x,$49.07 M,"Apr 2, 2019"
Orbs,ORBS,$0.02671,-4.22%,$12.91 M,$266.3 M,$84.61 M,0.45x,$128 M,"Apr 2, 2019"
Veil,,$0.00445,-1.04%,$124.48,$424.29 K,$383.05 K,0.02x,,"Apr 1, 2019"
TOP Network,TOP,$0.000215,-1.38%,$1.05 M,$4.3 M,$880.25 K,0.02x,$21.1 M,"Mar 28, 2019"
Celer Network,CELR,$0.01103,2.66%,$1.37 M,$109 M,$85.41 M,1.64x,$34.73 M,"Mar 26, 2019"
Dos Network,DOS,$0.000673,1.19%,$1.39 K,$639.82 K,,0.06x,$1.51 M,"Mar 22, 2019"
Cosmos,ATOM,$5.11,1.20%,$64.45 M,$1.99 B,$2 B,50.96x,$37.63 M,"Mar 14, 2019"
Ankr Network,ANKR,$0.02595,-1.91%,$10.73 M,$257.8 M,$259.5 M,3.91x,$17.82 M,"Mar 5, 2019"
Fetch.ai,FET,$0.8786,1.39%,$94.02 M,$2.29 B,$2.21 B,10.02x,$74.33 M,"Feb 25, 2019"
Hxro Network,HXRO,$0.01352,0.68%,$3.32 K,$13.33 M,,0.2x,$49 M,"Feb 15, 2019"
Temco,TEMCO,$0.00143,-0.68%,$625.64 K,$8.64 M,$5.68 M,0.23x,$19 M,"Feb 4, 2019"
Cloudbric,CLB,$0.00174,-2.83%,$330.4,$1.72 M,,21.75x,,"Jan 29, 2019"
Beam,BEAM,$0.03107,-0.94%,$53.8 K,$8.19 M,$4.6 M,0.04x,$5.19 M,"Jan 17, 2019"
LTO Network,LTO,$0.1019,2.87%,$1.1 M,$43.76 M,$43.89 M,3.39x,$4.03 M,"Jan 15, 2019"
MVL Chain,MVL,$0.00375,-1.09%,$3.99 M,$104.54 M,$94.7 M,1.56x,,"Jan 3, 2019"
Lambda,LAMB,$0.00191,1.87%,$955.39 K,$10.98 M,$3.14 M,0.19x,$15 M,"Jan 2, 2019"
Republic Protocol,REN,$0.03809,3.78%,$5.09 M,$37.62 M,$38.06 M,0.67x,$33.77 M,"Dec 31, 2018"
Livepeer,LPT,$12.06,2.34%,$17.09 M,$398.49 M,$408.31 M,23.89x,$52 M,"Dec 19, 2018"
AERGO,AERGO,$0.08868,-4.50%,$5.56 M,$43.88 M,$39.46 M,0.47x,$28.74 M,"Dec 17, 2018"
Kambria,KAT,$0.000283,1.29%,$133.81,$769.71 K,,0.01x,$32 M,"Dec 13, 2018"
FOAM Protocol,FOAM,$0.01558,-0.73%,$2.17 K,$15.68 M,,0.28x,$16.75 M,"Dec 11, 2018"
Theta token,Theta,$1.195,2.63%,$17.16 M,$1.19 B,$1.2 B,17.75x,$137 M,"Dec 6, 2018"
MXC,MXC,$0.00723,2.12%,$2.83 M,$19.1 M,$19.1 M,0.48x,$14 M,"Dec 6, 2018"
Quadrant Protocol,eQuad,$0.00429,1.83%,$13.07,$4.28 M,$2.33 M,0.09x,$15.5 M,"Dec 4, 2018"
Atlas Protocol,ATP,$0.000043,0.03%,$4.3,$172 K,$110.77 K,0.01x,$30 M,"Nov 27, 2018"
Humanscape,HUM,$0.05581,-2.38%,$1.26 M,$60.11 M,$57.75 M,277x,$15.54 M,"Nov 8, 2018"
Enigma,ENG,$0.01344,5.70%,$225.12 K,$2.01 M,,0.02x,$45 M,"Nov 5, 2018"
FANTOM,FTM,$0.3528,3.14%,$57.34 M,$1.12 B,$989.12 M,8.78x,$51.3 M,"Oct 29, 2018"
Lendroid,LST,$0.000035,-1.56%,$22.26,$396.52 K,,0.04x,$47 M,"Oct 26, 2018"
Divi Project,DIVI,$0.00169,1.23%,$222.1 K,$6.73 M,$6.73 M,0.35x,$2.7 M,"Oct 12, 2018"
Metadium,META,$0.02598,-2.83%,$5.32 M,$52.22 M,$44.26 M,0.61x,$23.66 M,"Oct 9, 2018"
Energi,,$0.0761,-3.98%,$317.98 K,$6.08 M,$6.06 M,0.29x,$50 M,"Aug 23, 2018"
HitChain,HIT,$0.00000259,-2.11%,$12.34,$265.22 K,,1.87x,$5 K,"Aug 16, 2018"
TTC Protocol,MARO,$0.000345,-0.47%,$436.06,$341.89 K,$341.89 K,0.01x,$19 M,"Aug 14, 2018"
DxChain,DX,$0.000033,-22.65%,$3.36 K,$3.3 M,$1.65 M,0.02x,$21.5 M,"Aug 10, 2018"
Quant Network,QNT,$66.13,-1.49%,$8.17 M,$981.13 M,$798.37 M,43.71x,$26 M,"Aug 10, 2018"
ProximaX,XPX,$0.000579,-1.06%,$26.79 K,$5.21 M,,0.06x,$7.2 M,"Aug 8, 2018"
Nuggets,NUG,$0.000076,6.97%,$49.85,$760 K,,0.01x,,"Aug 7, 2018"
AVINOC,AVINOC,$0.04165,1.18%,$15.41,$41.55 M,$16.21 M,0.83x,,"Aug 6, 2018"
Vechain,VET,$0.02346,1.19%,$12.11 M,$2.01 B,$1.9 B,1.56x,,"Aug 3, 2018"
NeuroChain,NCC,$0.00151,166.86%,$336.32,$992.73 K,$653.43 K,0.03x,$23.4 M,"Aug 1, 2018"
ContentBox,BOX,$0.000155,2.17%,$102.88 K,$465 K,,0.01x,$17.76 M,"Jul 19, 2018"
LemoChain,LEMO,$0.00005,-2.85%,$184.78,$80 K,,0.01x,$12 K,"Jul 19, 2018"
Rocket Pool,RPL,$12.13,2.77%,$1.44 M,$244.51 M,$249.87 M,12.3x,$5.47 M,"Jul 17, 2018"
Hashgard,GARD,$0.00000905,-3.15%,$3.25 K,$90.5 K,$90.5 K,0.01x,$1.87 M,"Jul 17, 2018"
Everipedia,IQ,$0.00519,-0.35%,$3.41 M,$96.71 M,$97.27 M,0.1x,$30 M,"Jul 13, 2018"
OneLedger,OLT,$0.00129,-2.36%,$292.48 K,$1.29 M,$653.95 K,0.02x,$15 M,"Jul 12, 2018"
Mossland,MOC,$0.05662,-1.06%,$1.16 M,$28.3 M,$23.53 M,0.47x,$32.36 M,"Jul 10, 2018"
Essentia,ESS,$0.000189,-5.99%,$1.58 K,$331.75 K,,0.01x,$25.5 M,"Jul 6, 2018"
Mainframe,MFT,$0.00454,0.93%,$28.08,$45.3 M,,1.26x,$17.49 M,"Jul 5, 2018"
Cardstack,CARD,$0.000693,7.57%,$38.64 K,$4.17 M,,0.04x,$35.16 M,"Jul 3, 2018"
0chain,ZCN,$0.09669,38.34%,$32.74 K,$19.24 M,,0.07x,$51.5 M,"Jul 2, 2018"
Ternio,TERN,$0.000227,0.08%,$1.54,$204.28 K,,0.01x,$6 M,"Jun 27, 2018"
Metronome,MET,$0.4299,2.09%,$8.79 K,$6.17 M,,0.34x,$12.1 M,"Jun 26, 2018"
Constellation Labs,DAG,$0.0218,1.14%,$1.33 M,$65.33 M,$62.64 M,0.47x,$33.7 M,"Jun 20, 2018"
Sentinel Protocol,UPP,$0.05099,-0.09%,$415.65 K,$25.7 M,$25.38 M,0.44x,$27.7 M,"Jun 18, 2018"
GoChain,GO,$0.00299,8.42%,$19.04 K,$3.81 M,$3.81 M,0.09x,$16.94 M,"Jun 13, 2018"
The Abyss (DAICO),ABYSS,$0.00708,1.52%,$865.71,$3.59 M,$1.62 M,0.09x,$15.36 M,"Jun 7, 2018"
Bankera,BNK,$0.07154,-0.95%,$364.43,$714.9 K,,4.2x,$153.77 M,"Jun 5, 2018"
QuarkChain,QKC,$0.00955,-4.29%,$7.23 M,$95.1 M,$67.08 M,0.48x,$20 M,"Jun 4, 2018"
Bigbom,BBO,$0.6637,-2.40%,$774.63,$1.3 B,$242.09 M,14313.2x,$2 K,"Jun 4, 2018"
Plian,PI,$0.00264,-1.05%,$2.05 K,$4.12 M,,0.05x,$29.24 M,"Jun 4, 2018"
Seele,SEELE,$0.000017,-6.40%,$324.99,$510 K,,0.01x,$12.13 M,"May 31, 2018"
Phantasma Chain,SOUL,$0.05782,-3.71%,$18.68 K,$7.21 M,$7.18 M,0.25x,$9.91 M,"May 28, 2018"
NKN,NKN,$0.06226,2.80%,$2.61 M,$48.07 M,$48.39 M,0.49x,$27.03 M,"May 28, 2018"
Travala,AVA,$0.5435,1.87%,$959.48 K,$35.48 M,$29.5 M,2.41x,$2.86 M,"May 28, 2018"
IoTeX,IOTX,$0.03429,1.86%,$16.99 M,$322.61 M,$323.74 M,0.2x,$70.52 M,"May 25, 2018"
Open Platform,OPEN,$0.00692,0.78%,$74.19 K,$12.17 M,,0.19x,$18 M,"May 22, 2018"
CRED,LBA,$0.000258,-3.08%,$2.27 K,$258 K,$174.15 K,0.01x,$26.4 M,"May 22, 2018"
Morpheus Network,MORPH,$0.3798,-3.25%,$250.42 K,$18.17 M,$17.92 M,0.84x,$9.88 M,"May 22, 2018"
Unibright,UBT,$0.02791,2.10%,$1.45 K,$4.18 M,$4.19 M,0.2x,$15.34 M,"May 21, 2018"
Loki,LOKI,$0.07528,3.97%,$959.51,$5.13 M,$5.15 M,0.11x,$9.03 M,"May 21, 2018"
DAOstack,GEN,$0,,,$0.02,,0.01x,$30 M,"May 10, 2018"
Skrumble Network,SKM,$0.000064,-0.02%,$1.99,$96 K,,0.01x,$15.75 M,"May 10, 2018"
Morpheus Labs,MITx,$0.00341,-0.53%,$28.6,$7.14 M,,0.05x,$6.15 M,"May 4, 2018"
Gameflip,FLP,$0.00805,3.22%,$94,$803 K,$454.02 K,1.61x,$10.75 K,"May 4, 2018"
Celsius,CEL,$0.1918,1.19%,$398.21 K,$6.82 M,$6.85 M,0.63x,$908.1 M,"May 3, 2018"
DAEX (Digital Assets Exchange),DAX,$0.00344,1.85%,$32.79,$6.76 M,,0.02x,,"May 2, 2018"
Nexo,NEXO,$1.085,1.38%,$2.53 M,$1.08 B,$607.6 M,10.84x,$52.5 M,"May 1, 2018"
Holo,HOT,$0.00143,2.10%,$3.76 M,$252.22 M,$248.38 M,9.48x,$20.65 M,"Apr 30, 2018"
dock.io,DOCK,$0.00222,-0.52%,$27.54 K,$1.93 M,$1.95 M,0.03x,$8.21 M,"Apr 25, 2018"
FintruX,FTX,$0.000441,1.98%,$37.12,$43.8 K,$36.76 K,0.01x,$36.56 M,"Apr 23, 2018"
Auctus,AUC,$0.000571,1.87%,$18.71,$37.59 K,,0.01x,$7.5 K,"Apr 20, 2018"
Cortex,CTXC,$0.1713,-2.80%,$6.08 M,$51.41 M,$38.19 M,0.29x,$34.87 M,"Apr 16, 2018"
XDC Network,XDC,$0.02631,-0.13%,$4.13 M,$996.17 M,$392.46 M,9.08x,$50 M,"Apr 13, 2018"
PolySwarm,NCT,$0.01478,6.67%,$1.41 M,$27.91 M,$22.86 M,0.65x,$26 M,"Apr 10, 2018"
Rentberry,BERRY,$0.000268,-0.31%,$7.79,$80.79 K,,0.01x,$27.5 M,"Apr 6, 2018"
Sentinel Chain,SENC,$0.000362,4.18%,$4.6 K,$180.5 K,$71.41 K,0.01x,$14.4 M,"Apr 2, 2018"
Switcheo,SWTH,$0.00365,-3.71%,$28.47 K,$6.28 M,$5.79 M,0.23x,$10.88 M,"Apr 2, 2018"
Solve.Care,CAN,$0.01181,10.17%,$2.13 M,$11.87 M,$8.27 M,0.12x,$23 M,"Mar 31, 2018"
Wanchain,WAN,$0.1618,1.39%,$1.34 M,$31.96 M,$32.06 M,0.48x,$35.99 M,"Mar 23, 2018"
Pundi X,NPXS,$0.000157,10.72%,$963.9,$40.58 M,$37.13 M,78.5x,$35 M,"Mar 22, 2018"
Synthetix,SNX,$1.37,6.33%,$17.54 M,$446.01 M,$449.04 M,1.79x,$65.38 M,"Mar 14, 2018"
TE-FOOD,TFD,$0.00054,1.89%,$104.46,$539 K,$327.69 K,11.51x,$22.92 K,"Mar 10, 2018"
BABB,BAX,$0.000066,-1.36%,$13.57 K,$5.94 M,$4.86 M,0.06x,$30 M,"Mar 9, 2018"
Electrify.Asia,ELEC,$0.000266,2.72%,$2.93 K,$200.25 K,,0.01x,$30 M,"Mar 9, 2018"
TomoCoin,TOMO,$0.346,2.58%,$3.59 M,$34.48 M,$34.04 M,1.39x,$9.25 M,"Mar 8, 2018"
Ontology Network,ONT,$0.1719,2.62%,$8.34 M,$171.1 M,$156.03 M,0.86x,,"Mar 7, 2018"
CREDITS,CS,$0.00156,-1.01%,$3.43 K,$389.17 K,,0.04x,$22.57 M,"Mar 2, 2018"
Lympo,LYM,$0.0021,-0.51%,$14.61 K,$2.1 M,$1.74 M,0.09x,$14.02 M,"Mar 1, 2018"
Refereum,RFR,$0.000055,-3.03%,$1.39 K,$274.98 K,$274.95 K,0.01x,$27.4 M,"Mar 1, 2018"
REMME,REM,$0.000055,-2.55%,$188.26,$55 K,,0.01x,$20 M,"Feb 26, 2018"
ArcBlock,ABT,$1.478,0.46%,$148.44 K,$273.23 M,$145.66 M,2.95x,$46.5 M,"Feb 26, 2018"
Nucleus.Vision,nCash,$0.000061,-42.97%,$13.63,$610 K,$176.99 K,0.01x,$40 M,"Feb 26, 2018"
Fusion,FSN,$0.05327,-0.82%,$31.85 K,$4.09 M,$4.09 M,0.03x,$53.44 M,"Feb 15, 2018"
Cashaa,CAS,$0.00311,0.66%,$94.68 K,$3.09 M,$3.11 M,0.03x,$16.11 M,"Feb 15, 2018"
WePower,WPR,$0.000235,,$23.38,$175.13 K,,0.01x,$40 M,"Feb 8, 2018"
Swarm Fund,SWM,$0.00751,-0.38%,$12.5,$749 K,$590.7 K,0.08x,$18.02 K,"Feb 6, 2018"
Bluzelle,BLZ,$0.138,2.23%,$4.08 M,$68.55 M,$59.61 M,1.17x,$21.3 M,"Feb 6, 2018"
DMarket,DMarket,$0.02,,$0.4,$1.14 M,$1.02 M,0.04x,$19 M,"Feb 3, 2018"
Huobi token,HT,$0.2203,0.61%,$3.4 M,$43.94 M,$35.74 M,0.15x,$300 M,"Feb 3, 2018"
MedicalChain,MTN,$0.000777,5.89%,$1.31 K,$379 K,,0.01x,$3.74 K,"Feb 3, 2018"
SwissBorg,CHSB,$0.169,-0.47%,$1.18 M,$167.9 M,$166.3 M,1.67x,$87.7 M,"Feb 3, 2018"
Elastos,ELA,$1.822,-0.96%,$542.89 K,$46.65 M,$40.33 M,0.13x,$94.07 M,"Feb 1, 2018"
Zeepin,ZPT,$0.000169,0.46%,$8.73 K,$169 K,,0.01x,$420 K,"Jan 30, 2018"
MatrixChain,MAN,$0.02492,0.20%,$198.03 K,$18.67 M,$11.17 M,0.07x,$13.23 K,"Jan 26, 2018"
ZILLIQA,ZIL,$0.0141,1.50%,$14.55 M,$273.65 M,$263.74 M,3.62x,$22 M,"Jan 25, 2018"
Odyssey,OCN,$0.000037,-6.83%,$42.26,$370 K,,0.01x,$50 M,"Jan 23, 2018"
Crypterium,CRPT,$0.03505,3.85%,$18.82 K,$3.34 M,$3.32 M,0.05x,$50.8 M,"Jan 22, 2018"
carVertical,cV,$0.000047,-1.81%,$281.37,$466.76 K,$351.85 K,0.01x,$19.91 M,"Jan 22, 2018"
Trinity,TNC,$0.000139,1.06%,$6.57 K,$139 K,,0.01x,$20 M,"Jan 22, 2018"
Mobius,MOBI,$0.00742,-1.53%,$7.86 K,$6.56 M,,0.05x,$38.87 M,"Jan 19, 2018"
SCRY.INFO,DDD,$0.000636,-0.19%,$7.92 K,$635 K,,0.01x,$42.29 M,"Jan 19, 2018"
SingularityNET,AGI,$0.3731,-1.82%,$333.46 K,$512.32 M,,3.73x,$57.85 M,"Jan 18, 2018"
Selfkey,KEY,$0.00446,2.34%,$2.5 M,$26.22 M,$26.76 M,0.3x,$29.7 M,"Jan 15, 2018"
Telcoin,Telcoin,$0.00162,0.80%,$277.3 K,$162 M,$145.23 M,1.63x,$35 M,"Jan 14, 2018"
trade.io,TIO,$0.04049,1.58%,$364.65,$9.03 M,,0.04x,$31.17 M,"Jan 12, 2018"
Zap Store,ZAP,$0.0017,7.29%,$757.38,$878.8 K,$401.45 K,0.01x,$2.83 M,"Jan 12, 2018"
GET Protocol,GET,$0.7199,-3.65%,$2.71 K,$16.78 M,$8.2 M,0.74x,$15.98 M,"Jan 10, 2018"
Lamden,TAU,$0.00377,156.13%,$72.15,$932.82 K,,0.04x,$12.65 M,"Jan 8, 2018"
Game.com,GTC,$0.000499,1.08%,$2.76 K,$996 K,,0.01x,$16.04 M,"Jan 2, 2018"
BitClave,CAT,$0.000034,-3.65%,$0,$68 K,,0.01x,$25.55 M,"Jan 2, 2018"
HEROcoin,PLAY,$0.000688,0.67%,$106.89,$172.99 K,$121.79 K,0.03x,$2.02 M,"Jan 2, 2018"
BitMax.io,BTMX,$1.26,-5.94%,$8.49 M,$944.14 M,$744.24 M,262.5x,$30 K,"Jan 1, 2018"
UTRUST,UTRUST,$0.03994,2.63%,$1.25 M,$39.88 M,$25.96 M,0.62x,$21.38 M,"Dec 29, 2017"
DeepBrain Chain,DBC,$0.00205,-6.74%,$202.05 K,$20.3 M,$11.13 M,0.13x,$248 K,"Dec 28, 2017"
Sirin Labs,SRN,$0.000106,1.62%,$1.62,$61.22 K,,0.11x,$157.89 M,"Dec 27, 2017"
Bounty0x,BNTY,$0.00033,-2.04%,$3.29 K,$165.5 K,,0.02x,$1.75 M,"Dec 26, 2017"
Bread,BRD,$0.00996,2.25%,$19.35,$885.07 K,,0.01x,$54.75 M,"Dec 24, 2017"
Naga,NGC,$0.0238,0.67%,$45.21 K,$1.87 M,,0.02x,$93.2 M,"Dec 23, 2017"
aelf,ELF,$0.4168,-1.62%,$66.28 M,$416.2 M,$305.18 M,4.19x,$65.75 M,"Dec 22, 2017"
MediBloc,MED,$0.00895,-1.36%,$17.88 M,$88.08 M,$80.87 M,0.98x,$10.63 M,"Dec 22, 2017"
Storm,STORM,$0.00599,-1.69%,$16.53 M,$74.75 M,$70.52 M,0.53x,$41.01 M,"Dec 20, 2017"
Ost,OST,$0.0002,-1.15%,$67.12,$160 K,,0.01x,$21.73 M,"Dec 19, 2017"
Genaro Network,GNX,$0.000437,,$5.2,$284.05 K,$284.05 K,0.01x,$26 K,"Dec 18, 2017"
GIFTO,GFT,$0.02179,-9.21%,$19.46 M,$22.38 M,$22.49 M,0.22x,$32.5 M,"Dec 18, 2017"
LockChain,LOC,$0.1752,2.56%,$67.29,$3.25 M,,0.33x,$4.1 M,"Dec 17, 2017"
SmartMesh,SMT,$0.000933,-6.26%,$46.28 K,$2.92 M,,0.05x,$33.6 K,"Dec 13, 2017"
Filecoin,FIL,$3.752,3.21%,$104.06 M,$7.35 B,$2.17 B,1.96x,$205.92 M,"Dec 13, 2017"
Ignis,IGNIS,$0.00338,-5.31%,$274.14,$3.44 M,$2.57 M,0.07x,$21.6 M,"Dec 13, 2017"
Maker,MKR,$1992.37,1.67%,$58.5 M,$1.95 B,$1.85 B,3.98x,$54.5 M,"Dec 11, 2017"
Cappasity,CAPP,$0.000098,-2.47%,$4.63 K,$970 K,,0.01x,$7.5 M,"Dec 6, 2017"
Presearch,PST,$0.00797,-7.97%,$61.64 K,$5.96 M,$3.16 M,0.03x,$35.5 M,"Dec 4, 2017"
Dragonchain,DRGN,$0.01454,-0.77%,$3.31 K,$6.29 M,$5.39 M,0.23x,$15 M,"Dec 3, 2017"
BLOCKv,VEE,$0.00792,0.28%,$11.87 K,$28.81 M,,0.4x,$21.6 M,"Nov 28, 2017"
Flixxo,FLIXX,$0.00668,-3.24%,$85.73,$1.26 M,$342.84 K,0.11x,$3.22 M,"Nov 25, 2017"
QASH,QASH,$0.01439,1.73%,$34.91,$14.39 M,,0.05x,$135.4 M,"Nov 21, 2017"
Raiden Network,RDN,$0.00433,1.25%,$16.25 K,$451 K,,0.01x,$33.4 M,"Nov 8, 2017"
Aeron,ARN,$0.00000167,1.89%,$98.9,$33.2,$33.4,0.01x,$4.9 M,"Nov 7, 2017"
Electroneum,ETN,$0.00216,7.22%,$894.93 K,$36.49 M,$38.83 M,0.31x,$39.93 M,"Nov 1, 2017"
Revain,R,$0.000024,-44.10%,$5.1,$2.04 M,$2.04 M,0.01x,$9.32 M,"Nov 1, 2017"
PowerLedger,POWR,$0.2012,0.30%,$31.06 M,$200.3 M,$105.47 M,2.39x,$29.24 M,"Nov 1, 2017"
Enjin Coin,ENJ,$0.1397,0.62%,$10.49 M,$253.42 M,$236.24 M,2.77x,$32.19 M,"Oct 31, 2017"
Etherparty,FUEL,$0.000125,4.18%,$334.8,$125 K,,0.01x,$33.73 M,"Oct 30, 2017"
Red Pulse,RPX,$0.0096,2.03%,$0.1,$35.63 M,,0.1x,$405.84 K,"Oct 28, 2017"
DOVU,DOV,$0.000384,438.96%,$18.76,$372.01 K,$118.59 K,0.01x,$6.64 M,"Oct 27, 2017"
ICE,,$0.1325,1.72%,$3.07 M,$133.43 M,$134.14 M,0.32x,,"Oct 26, 2017"
ICON,ICX,$0.1325,1.72%,$3.07 M,$133.33 M,$134.14 M,1.16x,$41.25 M,"Oct 26, 2017"
Nuls,,$0.2532,2.38%,$1.01 M,$52.94 M,$27.7 M,2.57x,,"Oct 25, 2017"
LAToken,LAT,$0.02182,0.62%,$14.39 K,$8.76 M,$8.29 M,0.05x,$18.88 M,"Oct 25, 2017"
KuCoin Shares,,$8.09,1.34%,$621.99 K,$1.16 B,$954.39 M,32.31x,$45 M,"Oct 24, 2017"
AirDAO,AMB,$0.00887,-3.49%,$7.98 M,$57.23 M,$27.39 M,0.04x,$10 M,"Oct 23, 2017"
Request Network,REQ,$0.09582,2.06%,$1.03 M,$95.54 M,$73.66 M,1.42x,$33.6 M,"Oct 20, 2017"
